Author,LexicalDiversity,MeanWordLen,MeanSentenceLen,StdevSentenceLen,MeanParagraphLen,DocumentLen,Commas,Semicolons,Quotes,Exclamations,Colons,Dashes,Mdashes,Ands,Buts,Howevers,Ifs,Thats,Mores,Musts,Mights,This,Verys,ReviewId,ReviewId2,ReviewScore
33913,60.8911,4.7561,15.0,11.3544,195,966,19.802,0.0,0,0.0,4.9505,0.0,0,19.802,4.9505,0.0,0.0,9.90099,4.9505,0.0,0.0,9.90099,0.0,490474,95687,3.0
33913,53.3074,4.70073,16.7333,6.90378,251,1239,15.5642,0.0,0,3.89105,0.0,0.0,0,23.3463,3.89105,0.0,3.89105,11.6732,7.7821,0.0,0.0,0.0,0.0,490276,44298,3.0
33913,56.044,4.95425,14.1579,5.97594,269,1427,29.304,0.0,0,3.663,0.0,0.0,0,25.641,3.663,0.0,0.0,14.652,3.663,0.0,0.0,0.0,0.0,490570,430836,3.0
33913,63.0952,4.5283,18.4444,8.56493,166,816,23.8095,0.0,0,5.95238,0.0,0.0,0,29.7619,29.7619,0.0,0.0,11.9048,5.95238,0.0,0.0,11.9048,0.0,490132,385890,3.0
33913,60.7477,4.96923,14.8571,5.5273,208,1082,14.0187,0.0,0,4.6729,0.0,0.0,0,23.3645,0.0,0.0,0.0,9.34579,4.6729,0.0,0.0,4.6729,4.6729,489961,366034,3.0
33913,64.7399,4.97321,15.5455,7.59621,171,888,11.5607,0.0,0,5.78035,0.0,0.0,0,34.6821,5.78035,0.0,0.0,11.5607,0.0,0.0,0.0,5.78035,0.0,490171,83661,4.0
33913,50.6494,4.60684,17.5385,7.9963,228,1114,25.974,0.0,0,4.329,0.0,0.0,0,38.961,8.65801,0.0,4.329,17.316,0.0,0.0,0.0,25.974,0.0,489953,367279,4.0
33913,69.9301,4.77,19.5714,7.14857,137,732,6.99301,0.0,0,6.99301,0.0,0.0,0,20.979,27.972,0.0,0.0,6.99301,0.0,0.0,0.0,6.99301,0.0,490385,217630,4.0
33913,63.354,4.78431,15.9,6.8913,159,794,31.0559,0.0,0,0.0,0.0,0.0,0,12.4224,6.21118,0.0,0.0,6.21118,0.0,0.0,0.0,12.4224,0.0,490293,190524,4.0
33913,50.6527,5.19072,15.625,7.56534,375,1944,13.0548,0.0,0,2.61097,0.0,0.0,0,31.3316,10.4439,0.0,2.61097,13.0548,0.0,0.0,0.0,0.0,0.0,490089,1243939,5.0
33913,71.0345,4.68932,17.625,10.4036,141,728,27.5862,0.0,0,6.89655,0.0,0.0,0,27.5862,0.0,0.0,0.0,6.89655,6.89655,0.0,0.0,0.0,0.0,490177,134618,5.0
33913,61.25,4.69388,19.5,9.56556,156,788,56.25,0.0,0,6.25,0.0,0.0,0,25.0,0.0,0.0,6.25,12.5,0.0,6.25,0.0,0.0,0.0,490401,640557,5.0
33913,64.8936,4.78689,13.1429,6.52311,184,937,10.6383,0.0,0,5.31915,0.0,0.0,0,21.2766,10.6383,0.0,10.6383,10.6383,0.0,0.0,5.31915,10.6383,0.0,490120,266489,5.0
33913,50.3247,5.07419,16.8056,7.40052,605,3108,17.8571,0.0,0,4.87013,0.0,0.0,0,16.2338,6.49351,0.0,1.62338,4.87013,1.62338,1.62338,1.62338,4.87013,0.0,490491,56758,5.0
33913,62.4,4.74359,18.8462,9.6862,245,1248,24.0,0.0,0,4.0,0.0,0.0,0,12.0,12.0,0.0,0.0,16.0,4.0,0.0,0.0,4.0,0.0,490650,116138,5.0
33913,59.3607,4.64615,17.4167,7.83644,209,1037,41.0959,0.0,0,4.56621,0.0,0.0,0,9.13242,4.56621,0.0,0.0,4.56621,4.56621,0.0,0.0,4.56621,0.0,490409,184858,5.0
33913,55.5556,4.80741,18.2308,7.94359,237,1174,16.4609,0.0,0,4.11523,0.0,0.0,0,16.4609,8.23045,0.0,12.3457,8.23045,0.0,0.0,0.0,8.23045,0.0,490165,1376649,5.0
33913,62.8571,4.54545,14.8889,4.48316,134,684,21.4286,0.0,0,0.0,0.0,0.0,0,14.2857,14.2857,0.0,0.0,7.14286,7.14286,0.0,0.0,0.0,0.0,489773,113638,5.0
33913,65.7754,4.82927,20.6667,11.0353,186,959,32.0856,0.0,0,5.34759,0.0,0.0,0,32.0856,16.0428,0.0,5.34759,16.0428,0.0,0.0,0.0,5.34759,0.0,490194,441774,5.0
33913,57.8616,4.69565,19.125,8.22249,153,810,6.28931,0.0,0,6.28931,0.0,0.0,0,37.7358,0.0,0.0,6.28931,6.28931,12.5786,0.0,0.0,6.28931,0.0,490815,794911,5.0
33913,58.4416,4.72593,16.1429,6.37918,226,1122,30.303,0.0,0,4.329,0.0,0.0,0,8.65801,17.316,0.0,4.329,12.987,0.0,0.0,0.0,12.987,0.0,490278,327162,5.0
33913,66.242,4.51923,17.0,6.61648,153,778,25.4777,0.0,0,6.36943,0.0,0.0,0,19.1083,12.7389,0.0,6.36943,12.7389,0.0,0.0,0.0,6.36943,6.36943,490757,167427,5.0
33913,52.1472,5.03529,17.5556,9.61609,316,1635,24.5399,0.0,0,0.0,0.0,0.0,0,42.9448,6.13497,0.0,0.0,15.3374,0.0,0.0,0.0,0.0,0.0,489823,96555,5.0
33913,63.9053,5.07407,12.6923,5.60748,165,852,5.91716,0.0,0,5.91716,0.0,0.0,0,29.5858,11.8343,0.0,0.0,17.7515,0.0,0.0,0.0,17.7515,0.0,490289,259153,5.0
33913,62.6667,5.38298,21.0,7.0102,147,799,20.0,0.0,0,0.0,0.0,0.0,0,20.0,20.0,0.0,6.66667,0.0,0.0,0.0,0.0,0.0,0.0,490698,350811,5.0
33913,56.1181,4.89474,16.7143,6.5403,234,1189,16.8776,0.0,0,4.21941,0.0,0.0,0,21.097,12.6582,0.0,0.0,12.6582,4.21941,0.0,0.0,12.6582,0.0,490070,304711,5.0
33913,61.0526,4.7069,14.0,6.91709,182,885,47.3684,0.0,0,5.26316,0.0,0.0,0,15.7895,5.26316,0.0,0.0,5.26316,0.0,0.0,0.0,5.26316,0.0,490853,117350,5.0
33913,59.2593,4.75694,18.2308,8.34039,237,1189,32.9218,0.0,0,4.11523,0.0,0.0,0,4.11523,4.11523,0.0,0.0,20.5761,0.0,0.0,0.0,4.11523,0.0,490496,758737,5.0
33913,73.2877,5.02804,18.125,9.39997,145,786,13.6986,0.0,0,6.84932,0.0,0.0,0,34.2466,6.84932,0.0,0.0,27.3973,0.0,0.0,0.0,6.84932,0.0,490638,112002,5.0
33913,53.8614,5.28676,18.6923,9.26021,486,2547,25.7426,0.0,0,1.9802,0.0,3.9604,0,17.8218,3.9604,0.0,5.94059,9.90099,0.0,0.0,0.0,1.9802,0.0,489804,1222814,5.0
33913,55.0562,4.39796,15.5455,6.85385,171,790,16.8539,0.0,0,5.61798,0.0,0.0,0,33.7079,11.236,0.0,0.0,0.0,0.0,5.61798,0.0,5.61798,0.0,490854,59319,6.0
33913,62.8415,4.91304,17.7,9.57131,177,914,60.1093,0.0,0,5.46448,0.0,0.0,0,43.7158,16.3934,0.0,0.0,5.46448,0.0,0.0,0.0,5.46448,0.0,490672,384642,6.0
33913,59.0909,4.89423,17.3,8.57963,173,894,22.7273,0.0,0,5.68182,0.0,0.0,0,22.7273,5.68182,0.0,0.0,5.68182,0.0,0.0,0.0,0.0,5.68182,489738,101158,6.0
33913,52.3256,5.32778,20.0588,10.0204,341,1791,26.1628,0.0,0,2.90698,0.0,0.0,0,46.5116,8.72093,0.0,0.0,2.90698,0.0,0.0,0.0,0.0,0.0,490448,1411598,6.0
33913,65.625,4.72619,18.1429,7.41482,127,666,15.625,0.0,0,7.8125,0.0,0.0,0,31.25,0.0,0.0,0.0,15.625,0.0,0.0,0.0,0.0,0.0,490395,640624,6.0
33913,58.2192,4.34118,20.7143,10.9898,145,680,41.0959,0.0,0,6.84932,0.0,0.0,0,20.5479,6.84932,0.0,0.0,13.6986,0.0,0.0,0.0,0.0,0.0,490708,640611,6.0
33913,63.8498,4.94853,25.875,18.3469,207,1093,4.69484,0.0,0,4.69484,0.0,0.0,0,51.6432,18.7793,0.0,0.0,14.0845,0.0,0.0,0.0,14.0845,0.0,490410,483726,6.0
33913,64.2424,4.27358,17.8889,12.2967,161,761,42.4242,0.0,0,6.06061,0.0,0.0,0,30.303,6.06061,0.0,0.0,6.06061,0.0,0.0,0.0,0.0,0.0,490304,640595,6.0
33913,65.2174,4.68889,23.0,15.7374,138,706,14.4928,0.0,0,7.24638,0.0,0.0,0,28.9855,0.0,0.0,0.0,7.24638,0.0,0.0,0.0,0.0,0.0,490398,640587,6.0
33913,67.5159,4.48113,19.375,8.9434,155,766,25.4777,0.0,0,6.36943,0.0,0.0,0,25.4777,0.0,0.0,0.0,12.7389,0.0,0.0,0.0,0.0,0.0,489758,640582,6.0
33913,62.5806,4.15464,25.5,12.6194,153,717,51.6129,0.0,0,6.45161,0.0,0.0,0,25.8065,6.45161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489875,640561,6.0
33913,69.0141,4.68367,20.2857,13.2634,142,721,21.1268,0.0,0,7.04225,0.0,0.0,0,7.04225,28.169,0.0,0.0,21.1268,0.0,0.0,0.0,7.04225,0.0,490403,640553,6.0
33913,57.2222,4.49515,15.6364,6.22711,172,836,44.4444,0.0,0,0.0,0.0,0.0,0,33.3333,16.6667,0.0,0.0,5.55556,0.0,0.0,0.0,16.6667,0.0,490816,640547,6.0
33913,64.0288,4.60674,19.4286,8.31276,136,684,21.5827,0.0,0,7.19424,0.0,0.0,0,21.5827,7.19424,0.0,0.0,7.19424,0.0,0.0,0.0,0.0,0.0,490399,640549,6.0
33913,59.542,4.71795,17.8571,11.0121,125,680,15.2672,0.0,0,7.63359,0.0,0.0,0,38.1679,0.0,0.0,0.0,7.63359,0.0,0.0,0.0,0.0,0.0,490445,640539,6.0
33913,63.4146,4.57692,19.75,12.5275,158,813,12.1951,0.0,0,6.09756,0.0,0.0,0,54.878,18.2927,0.0,0.0,12.1951,0.0,0.0,0.0,6.09756,0.0,490450,640540,6.0
33913,69.3548,4.76744,14.0,8.28344,182,951,21.5054,0.0,0,10.7527,0.0,0.0,0,16.129,5.37634,0.0,0.0,5.37634,5.37634,0.0,5.37634,0.0,0.0,490094,43651,6.0
33913,59.8214,5.18657,18.4167,8.55822,221,1188,26.7857,0.0,0,0.0,0.0,0.0,0,13.3929,4.46429,0.0,4.46429,0.0,0.0,0.0,0.0,4.46429,0.0,490556,68399,6.0
33913,65.4321,5.08491,20.0,6.59545,160,869,37.037,0.0,0,6.17284,0.0,0.0,0,43.2099,12.3457,0.0,0.0,18.5185,0.0,0.0,0.0,0.0,0.0,490096,103396,6.0
33913,59.2391,4.55963,16.3636,7.45011,180,872,48.913,0.0,0,5.43478,0.0,0.0,0,32.6087,0.0,0.0,0.0,10.8696,0.0,0.0,0.0,16.3043,0.0,490021,772542,6.0
33913,58.5657,4.68027,18.7692,8.6037,244,1214,15.9363,0.0,0,3.98406,0.0,0.0,0,39.8406,0.0,0.0,7.96813,7.96813,0.0,3.98406,0.0,7.96813,0.0,489788,221768,6.0
33913,56.1594,5.0,16.75,6.53357,268,1363,43.4783,0.0,0,3.62319,0.0,0.0,0,21.7391,0.0,0.0,0.0,7.24638,0.0,0.0,3.62319,0.0,0.0,490166,1376648,6.0
33913,58.5253,4.75591,18.9091,9.16966,208,1053,23.0415,0.0,0,4.60829,0.0,0.0,0,23.0415,18.4332,0.0,4.60829,9.21659,4.60829,4.60829,0.0,4.60829,0.0,490644,87313,6.0
33913,63.3333,4.96842,18.5,8.88819,148,756,33.3333,0.0,0,6.66667,0.0,0.0,0,40.0,6.66667,0.0,6.66667,6.66667,0.0,0.0,0.0,0.0,0.0,490145,358135,6.0
33913,51.6539,4.70443,10.2895,8.075,391,1838,30.5344,0.0,0,5.08906,0.0,0.0,0,7.63359,2.54453,0.0,0.0,10.1781,5.08906,0.0,0.0,12.7226,0.0,490492,192917,6.0
33913,69.4215,5.03571,12.8889,3.92837,116,647,33.0579,0.0,0,8.26446,0.0,0.0,0,41.3223,0.0,0.0,0.0,0.0,8.26446,0.0,0.0,8.26446,0.0,489744,98394,6.0
33913,62.5,4.89474,14.7,7.49733,147,765,6.57895,0.0,0,6.57895,0.0,0.0,0,52.6316,13.1579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490012,115836,6.0
33913,65.9574,4.92742,22.75,8.98262,182,938,53.1915,0.0,0,5.31915,0.0,0.0,0,42.5532,5.31915,0.0,0.0,0.0,0.0,0.0,0.0,5.31915,0.0,490735,839178,6.0
33913,63.2768,4.64286,17.3,7.01498,173,864,22.5989,0.0,0,11.2994,0.0,0.0,0,22.5989,11.2994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490195,96635,6.0
33913,56.9038,4.68382,13.5882,6.48127,231,1120,25.1046,0.0,0,4.1841,0.0,0.0,0,16.7364,4.1841,0.0,4.1841,12.5523,0.0,0.0,0.0,16.7364,0.0,490317,90305,6.0
33913,65.9341,4.53333,13.5385,7.06688,176,879,21.978,0.0,0,16.4835,0.0,0.0,0,38.4615,10.989,0.0,0.0,0.0,0.0,0.0,0.0,5.49451,0.0,490262,243931,6.0
33913,62.4309,5.14159,24.5714,17.8554,172,936,44.1989,0.0,0,5.52486,0.0,0.0,0,16.5746,5.52486,0.0,0.0,5.52486,0.0,0.0,5.52486,0.0,0.0,490307,96579,6.0
33913,56.0554,4.67901,15.0,9.31891,285,1412,24.2215,0.0,0,6.92042,0.0,0.0,0,10.3806,3.46021,0.0,0.0,10.3806,0.0,0.0,0.0,0.0,0.0,490793,77003,6.0
33913,65.3846,4.55462,18.0,11.6276,180,880,16.4835,0.0,0,5.49451,0.0,0.0,0,21.978,5.49451,0.0,0.0,16.4835,0.0,0.0,5.49451,5.49451,0.0,490846,77008,6.0
33913,54.2969,4.92086,16.7333,7.83553,251,1309,7.8125,0.0,0,3.90625,0.0,0.0,0,23.4375,7.8125,0.0,0.0,15.625,3.90625,0.0,0.0,11.7188,0.0,490693,1084587,6.0
33913,61.7801,4.83051,13.2143,4.91613,185,973,41.8848,0.0,0,5.2356,0.0,0.0,0,15.7068,5.2356,0.0,0.0,5.2356,0.0,0.0,0.0,5.2356,5.2356,490673,387514,6.0
33913,70.6294,4.73267,23.8333,13.0309,143,724,55.9441,0.0,0,6.99301,0.0,0.0,0,55.9441,13.986,0.0,0.0,6.99301,0.0,0.0,0.0,6.99301,0.0,490130,206926,6.0
33913,63.1579,5.09259,15.0,7.19848,165,863,40.9357,0.0,0,5.84795,0.0,0.0,0,29.2398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.84795,0.0,490101,196229,6.0
33913,67.3469,4.66667,12.9091,6.40248,142,744,13.6054,0.0,0,6.80272,0.0,0.0,0,13.6054,0.0,0.0,0.0,20.4082,0.0,0.0,0.0,6.80272,0.0,490737,1400974,6.0
33913,67.3611,4.61856,15.7778,7.50966,142,735,13.8889,0.0,0,6.94444,0.0,0.0,0,20.8333,0.0,0.0,0.0,0.0,13.8889,0.0,0.0,6.94444,0.0,490133,115369,6.0
33913,63.7584,4.82105,13.5455,11.5315,149,755,13.4228,0.0,0,0.0,0.0,0.0,0,26.8456,6.71141,0.0,6.71141,13.4228,0.0,0.0,0.0,6.71141,0.0,490097,94419,6.0
33913,63.6364,4.45918,13.7273,7.24996,151,727,19.4805,0.0,0,6.49351,0.0,0.0,0,19.4805,6.49351,0.0,0.0,12.987,0.0,0.0,6.49351,0.0,0.0,489845,86696,6.0
33913,58.209,4.94872,16.5,8.76071,264,1384,18.6567,0.0,0,7.46269,0.0,0.0,0,14.9254,7.46269,0.0,3.73134,14.9254,7.46269,0.0,0.0,3.73134,0.0,490546,90543,6.0
33913,54.8117,4.77099,21.2727,10.2522,234,1168,41.841,0.0,0,4.1841,0.0,0.0,0,66.9456,8.3682,0.0,4.1841,16.7364,0.0,0.0,4.1841,4.1841,0.0,490173,75145,6.0
33913,60.5809,4.5274,13.7647,5.86645,234,1128,20.7469,0.0,0,4.14938,0.0,0.0,0,16.5975,8.29876,0.0,0.0,4.14938,4.14938,0.0,0.0,0.0,0.0,490284,935327,6.0
33913,52.963,5.18182,13.8947,7.12959,264,1338,44.4444,0.0,0,7.40741,0.0,0.0,0,25.9259,3.7037,0.0,0.0,3.7037,0.0,0.0,0.0,3.7037,0.0,490233,310460,6.0
33913,64.0553,5.04317,17.5833,7.71857,211,1134,23.0415,0.0,0,4.60829,0.0,0.0,0,36.8664,0.0,0.0,0.0,4.60829,0.0,0.0,0.0,9.21659,0.0,490626,374275,6.0
33913,59.0361,4.57143,13.0833,6.62644,157,776,36.1446,0.0,0,6.0241,0.0,0.0,0,18.0723,0.0,0.0,0.0,18.0723,6.0241,0.0,0.0,6.0241,6.0241,490148,866230,6.0
33913,58.6207,4.96639,11.7059,6.12387,199,1017,29.5567,0.0,0,4.92611,0.0,0.0,0,39.4089,4.92611,0.0,0.0,4.92611,0.0,0.0,0.0,4.92611,0.0,490751,77354,6.0
33913,65.4135,5.12644,16.5,5.17204,132,695,22.5564,0.0,0,0.0,0.0,0.0,0,15.0376,0.0,0.0,0.0,7.5188,7.5188,0.0,0.0,7.5188,0.0,490005,247150,6.0
33913,70.4545,4.6129,16.125,9.98045,129,656,15.1515,0.0,0,7.57576,0.0,0.0,0,30.303,7.57576,0.0,0.0,7.57576,0.0,0.0,0.0,0.0,0.0,490309,88492,6.0
33913,69.1358,5.16071,17.8889,10.3327,161,890,49.3827,0.0,0,6.17284,0.0,0.0,0,18.5185,18.5185,0.0,0.0,6.17284,6.17284,0.0,0.0,0.0,0.0,490701,86374,6.0
33913,58.5903,4.54135,18.5833,11.8635,223,1059,48.4581,0.0,0,4.40529,0.0,0.0,0,39.6476,13.2159,0.0,0.0,22.0264,0.0,0.0,0.0,0.0,0.0,490847,75529,6.0
33913,65.8683,4.64545,18.4444,12.9881,166,850,41.9162,0.0,0,11.976,0.0,0.0,0,17.9641,5.98802,0.0,5.98802,5.98802,0.0,0.0,0.0,0.0,0.0,490611,340256,7.0
33913,66.6667,5.10833,19.8889,10.0934,179,941,16.6667,0.0,0,5.55556,0.0,0.0,0,33.3333,5.55556,0.0,0.0,11.1111,0.0,0.0,0.0,11.1111,0.0,490191,350111,7.0
33913,71.7742,5.26966,15.25,6.77772,122,677,24.1935,0.0,0,0.0,0.0,0.0,0,32.2581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.06452,490809,171259,7.0
33913,59.3548,4.40217,21.7143,12.9031,152,758,12.9032,0.0,0,6.45161,0.0,0.0,0,38.7097,6.45161,0.0,0.0,6.45161,0.0,0.0,6.45161,0.0,0.0,490363,799668,7.0
33913,63.7427,4.58716,18.8889,11.628,170,807,52.6316,0.0,0,5.84795,0.0,0.0,0,40.9357,0.0,0.0,0.0,5.84795,0.0,0.0,0.0,0.0,0.0,490617,918782,7.0
33913,67.9558,4.95122,14.9167,4.78641,179,931,27.6243,0.0,0,5.52486,0.0,0.0,0,16.5746,5.52486,0.0,0.0,0.0,0.0,5.52486,0.0,5.52486,0.0,490184,80269,7.0
33913,69.1729,5.48913,18.8571,6.91641,132,754,30.0752,0.0,0,0.0,0.0,0.0,0,37.594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5188,490290,120481,7.0
33913,62.6667,4.6383,18.0,9.13783,144,701,26.6667,0.0,0,6.66667,0.0,0.0,0,26.6667,13.3333,0.0,0.0,0.0,0.0,0.0,0.0,6.66667,0.0,490504,108889,7.0
33913,58.3333,4.69388,14.9091,8.28421,164,799,23.8095,0.0,0,11.9048,0.0,0.0,0,17.8571,23.8095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490724,80216,7.0
33913,57.1429,5.09375,20.125,11.7414,161,833,41.6667,0.0,0,5.95238,0.0,0.0,0,47.619,23.8095,0.0,0.0,11.9048,0.0,0.0,0.0,5.95238,0.0,489801,99314,7.0
33913,62.8141,4.856,13.6429,8.38883,191,996,10.0503,0.0,0,0.0,0.0,0.0,0,20.1005,10.0503,0.0,0.0,5.02513,5.02513,0.0,0.0,5.02513,0.0,489817,118689,7.0
33913,57.8261,4.7594,22.4,16.0262,224,1113,43.4783,0.0,0,8.69565,0.0,0.0,0,39.1304,17.3913,0.0,4.34783,4.34783,0.0,0.0,0.0,0.0,0.0,490087,396379,7.0
33913,71.6867,4.80672,15.0,7.72246,165,842,36.1446,0.0,0,6.0241,0.0,0.0,0,18.0723,12.0482,0.0,0.0,12.0482,0.0,0.0,0.0,0.0,0.0,490849,83479,7.0
33913,63.587,4.89744,18.1,7.43572,181,952,5.43478,0.0,0,5.43478,0.0,0.0,0,38.0435,0.0,0.0,0.0,0.0,0.0,5.43478,0.0,0.0,0.0,490694,1117015,7.0
33913,62.5668,4.95726,16.3636,7.74917,180,929,26.738,0.0,0,5.34759,0.0,0.0,0,21.3904,5.34759,0.0,0.0,5.34759,5.34759,0.0,0.0,10.6952,0.0,489806,160484,7.0
33913,65.6805,4.67568,19.875,9.23901,159,824,53.2544,0.0,0,5.91716,0.0,0.0,0,41.4201,5.91716,0.0,5.91716,5.91716,0.0,0.0,0.0,0.0,0.0,490428,640622,7.0
33913,68.5714,5.125,27.2,15.9549,136,751,21.4286,0.0,0,7.14286,0.0,0.0,0,28.5714,0.0,0.0,7.14286,7.14286,0.0,0.0,0.0,14.2857,0.0,490302,640618,7.0
33913,64.1509,4.81373,19.75,7.37818,158,812,18.8679,0.0,0,0.0,0.0,0.0,0,18.8679,6.28931,0.0,0.0,31.4465,0.0,0.0,0.0,6.28931,0.0,490297,640616,7.0
33913,67.7215,4.75701,17.4444,11.4417,157,802,25.3165,0.0,0,12.6582,0.0,0.0,0,18.9873,0.0,0.0,6.32911,12.6582,6.32911,0.0,0.0,0.0,0.0,490452,640613,7.0
33913,65.9722,4.86316,23.5,8.73212,141,762,41.6667,0.0,0,6.94444,0.0,0.0,0,20.8333,13.8889,0.0,6.94444,6.94444,0.0,0.0,0.0,0.0,0.0,490360,640609,7.0
33913,57.6389,4.83133,20.1429,5.4623,141,725,41.6667,0.0,0,6.94444,0.0,0.0,0,6.94444,6.94444,0.0,0.0,20.8333,0.0,0.0,0.0,0.0,0.0,490112,640605,7.0
33913,66.4286,4.80645,13.8,6.4622,138,715,7.14286,0.0,0,7.14286,0.0,0.0,0,14.2857,0.0,0.0,0.0,7.14286,0.0,0.0,0.0,0.0,0.0,490711,640604,7.0
33913,63.3333,4.38947,17.75,7.62807,142,697,26.6667,0.0,0,6.66667,0.0,0.0,0,26.6667,13.3333,0.0,0.0,6.66667,0.0,0.0,0.0,13.3333,0.0,489918,640607,7.0
33913,61.4379,4.80851,21.7143,10.3194,152,766,19.6078,0.0,0,6.53595,0.0,0.0,0,19.6078,6.53595,0.0,0.0,13.0719,0.0,0.0,6.53595,13.0719,0.0,490300,640601,7.0
33913,61.1111,4.43182,17.625,10.9765,141,694,13.8889,0.0,0,6.94444,0.0,0.0,0,34.7222,0.0,0.0,0.0,27.7778,6.94444,0.0,0.0,6.94444,0.0,490358,640596,7.0
33913,62.0,4.47312,15.8889,9.06084,143,726,40.0,0.0,0,6.66667,0.0,0.0,0,13.3333,0.0,0.0,0.0,20.0,6.66667,0.0,0.0,0.0,0.0,489878,640593,7.0
33913,66.4336,4.28421,15.6667,5.41603,141,664,41.958,0.0,0,6.99301,0.0,0.0,0,20.979,13.986,0.0,0.0,6.99301,0.0,0.0,0.0,6.99301,0.0,490016,640592,7.0
33913,59.2715,5.01117,16.5,6.50854,297,1545,19.8675,0.0,0,3.31126,0.0,0.0,0,36.4238,9.93377,0.0,0.0,3.31126,9.93377,0.0,0.0,3.31126,3.31126,489742,120824,7.0
33913,61.0063,4.69072,22.2857,9.82292,156,819,12.5786,0.0,0,6.28931,0.0,0.0,0,18.8679,6.28931,0.0,0.0,12.5786,0.0,0.0,6.28931,0.0,0.0,490299,640581,7.0
33913,69.1176,4.81915,13.4,5.4074,134,692,7.35294,0.0,0,7.35294,0.0,0.0,0,14.7059,14.7059,0.0,7.35294,7.35294,0.0,0.0,0.0,0.0,0.0,490022,640576,7.0
33913,55.4913,4.65625,18.7778,6.82769,169,899,5.78035,0.0,0,5.78035,0.0,0.0,0,28.9017,11.5607,0.0,0.0,11.5607,0.0,0.0,5.78035,5.78035,0.0,490821,640579,7.0
33913,61.8026,4.88194,20.8182,14.7205,229,1200,30.0429,0.0,0,4.29185,0.0,0.0,0,51.5021,8.58369,0.0,0.0,8.58369,0.0,0.0,0.0,8.58369,0.0,490264,367594,7.0
33913,65.5844,4.46535,19.0,6.61438,152,737,38.961,0.0,0,6.49351,0.0,0.0,0,19.4805,6.49351,0.0,0.0,0.0,0.0,0.0,0.0,6.49351,6.49351,490296,640571,7.0
33913,52.3256,4.78519,13.8889,5.98042,250,1218,27.1318,0.0,0,0.0,0.0,0.0,0,31.0078,3.87597,0.0,3.87597,7.75194,0.0,0.0,0.0,0.0,0.0,490010,98936,7.0
33913,68.7898,4.85185,16.8889,7.56372,152,810,38.2166,0.0,0,6.36943,0.0,0.0,0,25.4777,0.0,0.0,0.0,12.7389,0.0,0.0,0.0,6.36943,0.0,490397,640569,7.0
